example_id,batch_index,dataset_item_index,episode_index,segment_start,rollout_start_offset,absolute_start_timestep,dynamic_mae_h1,dynamic_mae_h5,dynamic_mae_h15,h15_minus_h5,h15_minus_h1,ally_dynamic_mae_h1,ally_dynamic_mae_h15,enemy_dynamic_mae_h1,enemy_dynamic_mae_h15,visible_enemy_dynamic_mae_h15,hidden_enemy_dynamic_mae_h15,position_mae_h1,position_mae_h5,position_mae_h15,health_mae_h1,health_mae_h15,target_dynamic_change_h15,predicted_dynamic_change_h15,predicted_to_target_change_ratio_h15,target_health_change_h15,presence_false_positive_h15,presence_false_negative_h15,presence_error_rate_h15,health_out_of_range_fraction_h15,natural_enemy_visibility_changes_h1_h15,hidden_enemy_dynamic_coordinate_count_h15,enemy_dynamic_coordinate_count_h15
ep00199_t0098_item004817,0,4817,199,80,18,98,0.021303560584783554,0.021671313792467117,0.024233538657426834,0.002562224864959717,0.00292997807264328,0.02436724118888378,0.03372844681143761,0.017984572798013687,0.01909046247601509,0.01909046247601509,,0.032892096787691116,0.04863368347287178,0.04271099343895912,0.03675280883908272,0.053898200392723083,0.0029156047385185957,0.02422495372593403,8.308723540572446,0.0,0.0,0.0,0.0,0.25,0.0,0.0,24.0
ep00199_t0099_item004817,0,4817,199,80,19,99,0.02210436761379242,0.026371963322162628,0.02420857548713684,-0.0021633878350257874,0.0021042078733444214,0.025769589468836784,0.03287671133875847,0.01813371293246746,0.019513333216309547,0.019513333216309547,,0.02661769464612007,0.04493657127022743,0.04067517817020416,0.058075934648513794,0.057476386427879333,0.001858014496974647,0.02295016683638096,12.351984806227332,0.0,0.0,0.0,0.0,0.25,0.0,0.0,24.0
ep00325_t0068_item007226,0,7226,325,68,0,68,0.025381941348314285,0.02771162986755371,0.031312089413404465,0.003600459545850754,0.0059301480650901794,0.03702469542622566,0.04719642549753189,0.022228697314858437,0.027010081335902214,0.027010081335902214,,0.037676528096199036,0.033523984253406525,0.04739278182387352,0.05004848167300224,0.0680767372250557,0.009056168608367443,0.028841111809015274,3.184692451769012,0.06111110374331474,0.0,0.0,0.0,0.0,0.0,0.0,48.0
ep00325_t0069_item007226,0,7226,325,68,1,69,0.023394020274281502,0.02490406669676304,0.028408991172909737,0.003504924476146698,0.005014970898628235,0.0294765867292881,0.04020112380385399,0.02174665778875351,0.02521529048681259,0.02521529048681259,,0.03664746135473251,0.035887397825717926,0.04551389440894127,0.03041415475308895,0.052731484174728394,0.00886275339871645,0.028207633644342422,3.1827167444857034,0.04999999329447746,0.0,0.0,0.0,0.0,0.0,0.0,48.0
ep00325_t0070_item007226,0,7226,325,68,2,70,0.021451180800795555,0.023797711357474327,0.026665551587939262,0.0028678402304649353,0.005214370787143707,0.02288896217942238,0.031727030873298645,0.02106177993118763,0.02529473602771759,0.02529473602771759,,0.03543772175908089,0.03739986568689346,0.045495472848415375,0.0328691191971302,0.050958920270204544,0.006526051089167595,0.024393705651164055,3.737896825793238,0.04444444179534912,0.0,0.0,0.0,0.0,0.0,0.0,48.0
ep00325_t0071_item007226,0,7226,325,68,3,71,0.022225935012102127,0.022692954167723656,0.026367750018835068,0.003674795851111412,0.004141815006732941,0.026882043108344078,0.03118971362709999,0.020964905619621277,0.025061801075935364,0.025061801075935364,,0.035455942153930664,0.03785492107272148,0.04520503431558609,0.037953007966279984,0.030563006177544594,0.007228925358504057,0.029547203332185745,4.087357645410825,0.03333333134651184,0.0,0.0,0.0,0.0,0.0,0.0,48.0
ep00325_t0072_item007226,0,7226,325,68,4,72,0.020519204437732697,0.02220478653907776,0.029600093141198158,0.0073953066021203995,0.009080888703465462,0.017485059797763824,0.04602079093456268,0.021340951323509216,0.025152822956442833,0.025152822956442833,,0.032917287200689316,0.03793502599000931,0.04916875436902046,0.03594021126627922,0.04423794150352478,0.007035261020064354,0.03303002566099167,4.69492540032147,0.02222222089767456,0.0,0.0,0.0,0.0,0.0,0.0,48.0
ep00325_t0073_item007226,0,7226,325,68,5,73,0.021683499217033386,0.022576676681637764,0.030491333454847336,0.007914656773209572,0.00880783423781395,0.023527218028903008,0.050544098019599915,0.021184159442782402,0.025060376152396202,0.025060376152396202,,0.03541979938745499,0.03701728582382202,0.050004709511995316,0.0376824252307415,0.04898850992321968,0.007388030178844929,0.03447975963354111,4.666976013751449,0.016666660085320473,0.0,0.0,0.0,0.1666666716337204,0.0,0.0,48.0
ep00325_t0074_item007226,0,7226,325,68,6,74,0.022271839901804924,0.023813696578145027,0.031278979033231735,0.007465282455086708,0.009007139131426811,0.02553720213472843,0.05253632366657257,0.02138746716082096,0.025521785020828247,0.025521785020828247,,0.03746863454580307,0.03514427691698074,0.04728662967681885,0.036569882184267044,0.05595160648226738,0.0045047951862216,0.03391070291399956,7.527690274958357,0.00555555010214448,0.0,0.0,0.0,0.1666666716337204,0.0,0.0,48.0
ep00325_t0075_item007226,0,7226,325,68,7,75,0.02228947915136814,0.0252991896122694,0.031296659260988235,0.005997469648718834,0.009007180109620094,0.023848285898566246,0.05118799954652786,0.021867303177714348,0.025909418240189552,0.025909418240189552,,0.03720773383975029,0.036223068833351135,0.0470241941511631,0.03332484886050224,0.05622117593884468,0.003960860893130302,0.034269992262125015,8.652157494741287,0.0,0.0,0.0,0.0,0.1666666716337204,0.0,0.0,48.0
ep00325_t0076_item007226,0,7226,325,68,8,76,0.021807724609971046,0.026336774230003357,0.03312196955084801,0.00678519532084465,0.01131424494087696,0.022638920694589615,0.06005163490772247,0.02158260904252529,0.025828516110777855,0.025828516110777855,,0.040276192128658295,0.037155281752347946,0.047749556601047516,0.032994240522384644,0.06326565146446228,0.002170250518247485,0.03454767167568207,15.918748266711582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
ep00325_t0077_item007226,0,7226,325,68,9,77,0.022565273568034172,0.025685729458928108,0.03152426704764366,0.005838537588715553,0.00895899347960949,0.024698257446289062,0.05237473547458649,0.021987589076161385,0.02587726153433323,0.02587726153433323,,0.037686627358198166,0.03651375696063042,0.04414616525173187,0.03199530765414238,0.05772671103477478,0.003965707961469889,0.03512872755527496,8.858122659706519,0.0,0.0,0.0,0.0,0.1666666716337204,0.0,0.0,48.0
ep00325_t0078_item007226,0,7226,325,68,10,78,0.02256334014236927,0.02573813498020172,0.032925721257925034,0.007187586277723312,0.010362381115555763,0.02477136440575123,0.05831439793109894,0.021965332329273224,0.026049621403217316,0.026049621403217316,,0.038249384611845016,0.037569765001535416,0.049906253814697266,0.03314988687634468,0.05502082034945488,0.003968131262809038,0.03617110103368759,9.11539932479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
ep00325_t0079_item007226,0,7226,325,68,11,79,0.023010771721601486,0.02612263709306717,0.032963741570711136,0.006841104477643967,0.00995296984910965,0.02786394953727722,0.059092774987220764,0.021696368232369423,0.025887131690979004,0.025887131690979004,,0.04115477576851845,0.03906693309545517,0.051103733479976654,0.03313971683382988,0.05429856851696968,0.0021775048226118088,0.03467094525694847,15.922327655450331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
ep00325_t0080_item007226,0,7226,325,68,12,80,0.02338559925556183,0.026490308344364166,0.03177197650074959,0.005281668156385422,0.00838637724518776,0.028386732563376427,0.0530867762863636,0.02203112654387951,0.025999218225479126,0.025999218225479126,,0.040055178105831146,0.042038869112730026,0.050942886620759964,0.031254738569259644,0.04941067099571228,0.0021784105338156223,0.03366347402334213,15.45322770927776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
ep00325_t0081_item007226,0,7226,325,68,13,81,0.022458640858530998,0.027533147484064102,0.032492347061634064,0.0049591995775699615,0.010033706203103065,0.024600761011242867,0.056568823754787445,0.021878482773900032,0.025971634313464165,0.025971634313464165,,0.04080786556005478,0.04333459585905075,0.053859174251556396,0.03170741721987724,0.048614501953125,0.0032712938264012337,0.03572256118059158,10.92000996434189,0.01111111044883728,0.0,0.0,0.0,0.0,0.0,0.0,48.0
ep00325_t0082_item007226,0,7226,325,68,14,82,0.022749686613678932,0.02749784290790558,0.030520938336849213,0.003023095428943634,0.0077712517231702805,0.02719752863049507,0.048833370208740234,0.021545061841607094,0.025561323389410973,0.025561323389410973,,0.042735323309898376,0.043851353228092194,0.05137161165475845,0.03425360843539238,0.03243746981024742,0.002568445634096861,0.03305791690945625,12.87078709029415,0.022222226485610008,0.0,0.0,0.0,0.0,0.0,0.0,48.0
ep00325_t0083_item007226,0,7226,325,68,15,83,0.02292606234550476,0.0259257722645998,0.029233526438474655,0.003307754173874855,0.006307464092969894,0.026897234842181206,0.041463110595941544,0.02185053564608097,0.025921350345015526,0.025921350345015526,,0.039642490446567535,0.042770519852638245,0.050823867321014404,0.03251919150352478,0.027620777487754822,0.004480073694139719,0.03347504884004593,7.4719862050112855,0.022222226485610008,0.0,0.0,0.0,0.0,0.0,0.0,48.0
ep00325_t0084_item007226,0,7226,325,68,16,84,0.02260866016149521,0.02614169381558895,0.02924880012869835,0.003107106313109398,0.00664013996720314,0.02642153948545456,0.04274671897292137,0.02157600410282612,0.025593115016818047,0.025593115016818047,,0.042399853467941284,0.04404108598828316,0.048879511654376984,0.03272264078259468,0.02973157726228237,0.0035803718492388725,0.03260667249560356,9.10706313997391,0.022222226485610008,0.0,0.0,0.0,0.0,0.0,0.0,48.0
ep00325_t0085_item007226,0,7226,325,68,17,85,0.023207522928714752,0.025179533287882805,0.029287341982126236,0.004107808694243431,0.006079819053411484,0.028614811599254608,0.04331352189183235,0.02174304984509945,0.025488585233688354,0.025488585233688354,,0.041714783757925034,0.042429275810718536,0.04813012108206749,0.03188340738415718,0.027203703299164772,0.005370223429054022,0.03443770483136177,6.412713602388804,0.022222226485610008,0.0,0.0,0.0,0.0,0.0,0.0,48.0
ep00325_t0086_item007226,0,7226,325,68,18,86,0.023805730044841766,0.02588343806564808,0.02910667285323143,0.003223234787583351,0.005300942808389664,0.030874015763401985,0.041383642703294754,0.021891402080655098,0.02578166127204895,0.02578166127204895,,0.04237859696149826,0.043583907186985016,0.04924722760915756,0.031483620405197144,0.025652393698692322,0.005367088131606579,0.034084659069776535,6.350679965371403,0.022222226485610008,0.0,0.0,0.0,0.0,0.0,0.0,48.0
ep00325_t0087_item007226,0,7226,325,68,19,87,0.024467933923006058,0.02536197192966938,0.029258091002702713,0.003896119073033333,0.004790157079696655,0.03425263240933418,0.041897717863321304,0.02181791327893734,0.025834858417510986,0.025834858417510986,,0.042972221970558167,0.040518734604120255,0.049079351127147675,0.032633114606142044,0.026212051510810852,0.00536402827128768,0.034042708575725555,6.346481944912143,0.022222226485610008,0.0,0.0,0.0,0.0,0.0,0.0,48.0
ep00474_t0135_item009635,1,9635,474,135,0,135,0.031008653342723846,0.03030036762356758,0.03408784046769142,0.0037874728441238403,0.003079187124967575,0.0601208433508873,0.0629536435008049,0.02534794993698597,0.028475046157836914,0.028475046157836914,,0.05273672565817833,0.06212989613413811,0.075289785861969,0.06249085068702698,0.08599277585744858,0.004935376346111298,0.03319757431745529,6.726452450503084,0.0234375,0.0,0.0,0.0,0.0,0.0,0.0,72.0
ep00474_t0136_item009635,1,9635,474,135,1,136,0.03198138624429703,0.03166299685835838,0.03470078855752945,0.0030377916991710663,0.002719402313232422,0.05174153298139572,0.05484456196427345,0.028139136731624603,0.030783943831920624,0.030783943831920624,,0.04977256804704666,0.06810406595468521,0.07569420337677002,0.07280426472425461,0.08766207844018936,0.004692140966653824,0.0349787175655365,7.4547456724177215,0.0234375,0.0,0.0,0.0,0.0,0.0,0.0,72.0
ep00474_t0137_item009635,1,9635,474,135,2,137,0.03119543567299843,0.03256557509303093,0.03574543073773384,0.0031798556447029114,0.004549995064735413,0.0452873632311821,0.06020466610789299,0.0284553375095129,0.030989468097686768,0.030989468097686768,,0.05003834515810013,0.06970085948705673,0.08030654489994049,0.07442017644643784,0.08736064285039902,0.003941723145544529,0.03455333039164543,8.766047009339633,0.0234375,0.0,0.0,0.0,0.0,0.0,0.0,72.0
ep00474_t0138_item009635,1,9635,474,135,3,138,0.031469494104385376,0.03165023401379585,0.035185232758522034,0.003534998744726181,0.0037157386541366577,0.04791491478681564,0.05359457805752754,0.02827177383005619,0.031605642288923264,0.031605642288923264,,0.050490718334913254,0.07057871669530869,0.08157070726156235,0.07780610024929047,0.0804850235581398,0.003941658418625593,0.033111754804849625,8.40046277180844,0.0234374962747097,0.0,0.0,0.0,0.0,0.0,0.0,72.0
ep00474_t0139_item009635,1,9635,474,135,4,139,0.0316535159945488,0.03150414675474167,0.034630559384822845,0.0031264126300811768,0.002977043390274048,0.049898095428943634,0.04999413713812828,0.028105953708291054,0.03164319694042206,0.03164319694042206,,0.05241195484995842,0.07072944194078445,0.07938404381275177,0.0767974928021431,0.08064372837543488,0.003963015973567963,0.03328734263777733,8.399497468542434,0.0234375037252903,0.0,0.0,0.0,0.0,0.0,0.0,72.0
ep00474_t0140_item009635,1,9635,474,135,5,140,0.03051832690834999,0.03239120543003082,0.03560502827167511,0.003213822841644287,0.005086701363325119,0.04148774594068527,0.05439824238419533,0.028385387733578682,0.03195079043507576,0.03195079043507576,,0.05079028382897377,0.07178046554327011,0.08184170722961426,0.07154694199562073,0.08168742060661316,0.0039137741550803185,0.03468666970729828,8.862716225532038,0.0234375,0.0,0.0,0.0,0.0,0.0,0.0,72.0
ep00474_t0141_item009635,1,9635,474,135,6,141,0.0319218784570694,0.032588571310043335,0.03488607704639435,0.002297505736351013,0.002964198589324951,0.05155587196350098,0.05104350298643112,0.028104159981012344,0.03174435719847679,0.03174435719847679,,0.05371803045272827,0.07026620954275131,0.08032071590423584,0.07652740925550461,0.08178508281707764,0.005410356447100639,0.035142138600349426,6.495346275970741,0.0234375,0.0,0.0,0.0,0.0,0.0,0.0,72.0
ep00474_t0142_item009635,1,9635,474,135,7,142,0.031237419694662094,0.03317144140601158,0.034479040652513504,0.0013075992465019226,0.00324162095785141,0.04688023775815964,0.04781072959303856,0.028195759281516075,0.03188677132129669,0.03188677132129669,,0.049828946590423584,0.0721585750579834,0.07854090631008148,0.07595368474721909,0.08150126039981842,0.004848632495850325,0.03451458364725113,7.118416105322531,0.0234375,0.0,0.0,0.0,0.0,0.0,0.0,72.0
ep00474_t0143_item009635,1,9635,474,135,8,143,0.031678587198257446,0.03198356181383133,0.03444066271185875,0.00245710089802742,0.002762075513601303,0.0500413179397583,0.04724476858973503,0.028108056634664536,0.03195097669959068,0.03195097669959068,,0.04998566955327988,0.06793505698442459,0.07765047997236252,0.07560120522975922,0.0858713835477829,0.005598921794444323,0.035089801996946335,6.267242745159455,0.0234374962747097,0.0,0.0,0.0,0.0,0.0,0.0,72.0
ep00474_t0144_item009635,1,9635,474,135,9,144,0.030931832268834114,0.032782409340143204,0.035756129771471024,0.00297372043132782,0.0048242975026369095,0.045366816222667694,0.057270269840955734,0.02812502719461918,0.03157282620668411,0.03157282620668411,,0.050668347626924515,0.07001353800296783,0.07703552395105362,0.0761566236615181,0.09456788748502731,0.004098118282854557,0.03517525643110275,8.583270175062228,0.0234375037252903,0.0,0.0,0.0,0.0,0.0,0.0,72.0
ep00474_t0145_item009635,1,9635,474,135,10,145,0.03141765668988228,0.03207694739103317,0.035059716552495956,0.002982769161462784,0.003642059862613678,0.04921906813979149,0.05228478088974953,0.027956273406744003,0.03171040117740631,0.03171040117740631,,0.05093337967991829,0.0678870901465416,0.07925128936767578,0.08024445176124573,0.08919475227594376,0.004098039120435715,0.0336771085858345,8.217859223914354,0.0234375,0.0,0.0,0.0,0.0,0.0,0.0,72.0
ep00474_t0146_item009635,1,9635,474,135,11,146,0.0314914807677269,0.03287532180547714,0.03507840260863304,0.002203080803155899,0.003586921840906143,0.05012604221701622,0.05274129658937454,0.02786809206008911,0.03164394944906235,0.03164394944906235,,0.052535269409418106,0.06936776638031006,0.07870718091726303,0.07883148640394211,0.09042154997587204,0.0052709118463099,0.03483709320425987,6.6093105367810105,0.0234375,0.0,0.0,0.0,0.0,0.0,0.0,72.0
ep00474_t0147_item009635,1,9635,474,135,12,147,0.03120107389986515,0.03185156732797623,0.03616774082183838,0.004316173493862152,0.0049666669219732285,0.04801253601908684,0.05917482450604439,0.0279321800917387,0.031694140285253525,0.031694140285253525,,0.04877307638525963,0.06527195125818253,0.08046723902225494,0.07718200981616974,0.09599711000919342,0.004897283855825663,0.035366445779800415,7.221645063054605,0.0234375,0.0,0.0,0.0,0.0,0.0,0.0,72.0
ep00474_t0148_item009635,1,9635,474,135,13,148,0.031076466664671898,0.03242132440209389,0.035840071737766266,0.0034187473356723785,0.004763605073094368,0.04823826998472214,0.055254314094781876,0.027739448472857475,0.03206507861614227,0.03206507861614227,,0.048489928245544434,0.0689808800816536,0.0822010412812233,0.07850800454616547,0.0917917862534523,0.00340670975856483,0.03411034494638443,10.01269475940162,0.0234375,0.0,0.0,0.0,0.0,0.0,0.0,72.0
ep00474_t0149_item009635,1,9635,474,135,14,149,0.03083631582558155,0.032331861555576324,0.03531798720359802,0.002986125648021698,0.004481671378016472,0.04705753177404404,0.05096535012125969,0.027682188898324966,0.03227544575929642,0.03227544575929642,,0.050143301486968994,0.06952250748872757,0.08143455535173416,0.0801849439740181,0.08389385044574738,0.003860149998217821,0.033260297030210495,8.616322434508069,0.0234375,0.0,0.0,0.0,0.0,0.0,0.0,72.0
ep00474_t0150_item009635,1,9635,474,135,15,150,0.031429413706064224,0.03248012438416481,0.0348537415266037,0.0023736171424388885,0.0034243278205394745,0.05151315778493881,0.049226101487874985,0.02752424031496048,0.032059118151664734,0.032059118151664734,,0.05377110466361046,0.06864453852176666,0.07938827574253082,0.08066406846046448,0.08644816279411316,0.0031097112223505974,0.03264975920319557,10.499289763155554,0.0234375,0.0,0.0,0.0,0.0,0.0,0.0,72.0
ep00474_t0151_item009635,1,9635,474,135,16,151,0.030598295852541924,0.03254740312695503,0.03626113757491112,0.003713734447956085,0.005662841722369194,0.04572533816099167,0.05839720368385315,0.027656925842165947,0.03195689991116524,0.03195689991116524,,0.04952898249030113,0.06959109753370285,0.08245961368083954,0.07946472615003586,0.08970439434051514,0.0028526426758617163,0.03354596346616745,11.759609344003803,0.0234375,0.0,0.0,0.0,0.0,0.0,0.0,72.0
ep00474_t0152_item009635,1,9635,474,135,17,152,0.0300393495708704,0.032717395573854446,0.035137154161930084,0.002419758588075638,0.005097804591059685,0.04115336760878563,0.0503096841275692,0.02787829376757145,0.03218694403767586,0.03218694403767586,,0.051249317824840546,0.06859161704778671,0.07680477201938629,0.07429046928882599,0.08969523012638092,0.002852566074579954,0.03344065323472023,11.72300741171944,0.0234375,0.0,0.0,0.0,0.0,0.0,0.0,72.0
ep00474_t0153_item009635,1,9635,474,135,18,153,0.03119988739490509,0.031749382615089417,0.034898821264505386,0.00314943864941597,0.003698933869600296,0.04918358102440834,0.050316840410232544,0.0277030598372221,0.03190087527036667,0.03190087527036667,,0.04952477663755417,0.06811945140361786,0.07884573936462402,0.07895813882350922,0.0909830778837204,0.003880612086504698,0.03436599671840668,8.85581860601801,0.0234375,0.0,0.0,0.0,0.0,0.0,0.0,72.0
ep00474_t0154_item009635,1,9635,474,135,19,154,0.03038790263235569,0.03296366333961487,0.036550167948007584,0.0035865046083927155,0.006162265315651894,0.044166695326566696,0.06173298507928848,0.027708694338798523,0.0316535085439682,0.0316535085439682,,0.05049361661076546,0.06835762411355972,0.08244524896144867,0.07769013196229935,0.09675700962543488,0.004062325228005648,0.03619909659028053,8.91093020832605,0.0234375,0.0,0.0,0.0,0.0,0.0,0.0,72.0
ep00593_t0030_item012044,1,12044,593,30,0,30,0.030037716031074524,0.030423974618315697,0.03450736030936241,0.004083385691046715,0.004469644278287888,0.043363869190216064,0.04449117183685303,0.026582784950733185,0.033213160932064056,0.033213160932064056,,0.03865283727645874,0.05117814615368843,0.06653983145952225,0.08578328788280487,0.09052316844463348,0.009691324084997177,0.03340011090040207,3.446392939444435,0.026262624189257622,0.0,0.0,0.0,0.0,0.0,0.0,108.0
ep00593_t0031_item012044,1,12044,593,30,1,31,0.025067981332540512,0.030256733298301697,0.03475780785083771,0.004501074552536011,0.009689826518297195,0.037392497062683105,0.04540524259209633,0.021872736513614655,0.03337758779525757,0.03337758779525757,,0.03505318984389305,0.04937085881829262,0.05762429162859917,0.04752211272716522,0.10266360640525818,0.00850056204944849,0.03565090149641037,4.193946387194877,0.026262624189257622,0.0,0.0,0.0,0.0,0.0,0.0,108.0
ep00593_t0032_item012044,1,12044,593,30,2,32,0.02553252875804901,0.030374998226761818,0.03486906364560127,0.004494065418839455,0.009336534887552261,0.040491729974746704,0.05076942220330238,0.021654220297932625,0.032807912677526474,0.032807912677526474,,0.03959767520427704,0.054627418518066406,0.05661877244710922,0.05609511584043503,0.11158584803342819,0.005881233140826225,0.03420798107981682,5.816464040908793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
ep00593_t0033_item012044,1,12044,593,30,3,33,0.025166280567646027,0.030384764075279236,0.03430517017841339,0.003920406103134155,0.009138889610767365,0.030847394838929176,0.04710680991411209,0.024429840967059135,0.03264569863677025,0.03264569863677025,,0.035776566714048386,0.05821102857589722,0.05818676948547363,0.07425203919410706,0.1027548760175705,0.005851109046489,0.03296946734189987,5.6347381462123725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
ep00593_t0034_item012044,1,12044,593,30,4,34,0.023319169878959656,0.02896777167916298,0.03137945756316185,0.002411685883998871,0.008060287684202194,0.03384670615196228,0.04429981857538223,0.02195448987185955,0.029704593122005463,0.029704593122005463,,0.03726568818092346,0.056742798537015915,0.054906755685806274,0.04406986013054848,0.07845178246498108,0.005354932509362698,0.030283205211162567,5.65519829768436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
ep00593_t0035_item012044,1,12044,593,30,5,35,0.02320096641778946,0.028310567140579224,0.030676033347845078,0.002365466207265854,0.007475066930055618,0.029876653105020523,0.04605204239487648,0.02233560010790825,0.02868284471333027,0.02868284471333027,,0.03683266043663025,0.05496429651975632,0.050867896527051926,0.04041023552417755,0.0784073919057846,0.005641419440507889,0.03028632141649723,5.368564017599549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
ep00593_t0036_item012044,1,12044,593,30,6,36,0.023871880024671555,0.028228754177689552,0.030209960415959358,0.001981206238269806,0.006338080391287804,0.03393867611885071,0.04776125028729439,0.02256692387163639,0.027934791520237923,0.027934791520237923,,0.03871230408549309,0.053175587207078934,0.04837819188833237,0.03943367302417755,0.07672060281038284,0.005134303122758865,0.030854180455207825,6.009419334522782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
ep00593_t0037_item012044,1,12044,593,30,7,37,0.02350999042391777,0.02801060490310192,0.0295176412910223,0.0015070363879203796,0.00600765086710453,0.031004976481199265,0.04647150635719299,0.02253841608762741,0.02731991745531559,0.02731991745531559,,0.03848763555288315,0.05078829452395439,0.04522455856204033,0.03652617707848549,0.07432358711957932,0.005521238315850496,0.031183725222945213,5.647958562741671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
ep00593_t0038_item012044,1,12044,593,30,8,38,0.023953089490532875,0.027828840538859367,0.029360994696617126,0.001532154157757759,0.005407905206084251,0.035191405564546585,0.0474645234644413,0.02249627374112606,0.027014238759875298,0.027014238759875298,,0.03867441788315773,0.04916565865278244,0.04611826688051224,0.0375693254172802,0.07148268073797226,0.0054718852043151855,0.030823227018117905,5.63301784800061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
ep00593_t0039_item012044,1,12044,593,30,9,39,0.02321632206439972,0.028140125796198845,0.030140433460474014,0.0020003076642751694,0.006924111396074295,0.031992532312870026,0.05319807678461075,0.02207866497337818,0.027151478454470634,0.027151478454470634,,0.036217521876096725,0.04781124368309975,0.04639246314764023,0.03847930207848549,0.07734204828739166,0.005348340142518282,0.03166719526052475,5.920938911266432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
ep00593_t0040_item012044,1,12044,593,30,10,40,0.023388057947158813,0.02798186056315899,0.02966657094657421,0.0016847103834152222,0.006278512999415398,0.035039521753787994,0.04941324517130852,0.021877683699131012,0.027106817811727524,0.027106817811727524,,0.036026231944561005,0.04518890753388405,0.04395245760679245,0.039535269141197205,0.07849617302417755,0.0042963107116520405,0.031146567314863205,7.249607722828445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
ep00593_t0041_item012044,1,12044,593,30,11,41,0.023406337946653366,0.02721472457051277,0.02945678122341633,0.002242056652903557,0.006050443276762962,0.03435487672686577,0.05070792883634567,0.021987082436680794,0.026702003553509712,0.026702003553509712,,0.03572961315512657,0.04305099695920944,0.042952634394168854,0.03931332379579544,0.07623232156038284,0.00445181131362915,0.030861567705869675,6.932362027875591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
ep00593_t0042_item012044,1,12044,593,30,12,42,0.022901521995663643,0.027158651500940323,0.029266351833939552,0.0021077003329992294,0.006364829838275909,0.031714800745248795,0.04947540909051895,0.02175905741751194,0.026646660640835762,0.026646660640835762,,0.034483082592487335,0.04103410616517067,0.04215296357870102,0.03975721821188927,0.07554429024457932,0.005139410030096769,0.029959583654999733,5.829381870594907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
ep00593_t0043_item012044,1,12044,593,30,13,43,0.02304002270102501,0.02683170698583126,0.02909117005765438,0.00225946307182312,0.006051147356629372,0.034716106951236725,0.04884945973753929,0.021526455879211426,0.026529908180236816,0.026529908180236816,,0.03343162685632706,0.04040326178073883,0.04263162612915039,0.04168814793229103,0.07219289988279343,0.004789477679878473,0.02979251556098461,6.220410147467387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
ep00593_t0044_item012044,1,12044,593,30,14,44,0.023060692474246025,0.02693450078368187,0.028193220496177673,0.0012587197124958038,0.005132528021931648,0.033498238772153854,0.042292386293411255,0.021707678213715553,0.026365550234913826,0.026365550234913826,,0.03282402828335762,0.04001832753419876,0.04250109940767288,0.04178629815578461,0.0649796649813652,0.0049328310415148735,0.029077131301164627,5.894613266996275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
ep00593_t0045_item012044,1,12044,593,30,15,45,0.022261420264840126,0.02646564692258835,0.02795547805726528,0.0014898311346769333,0.005694057792425156,0.03060915879905224,0.04045308381319046,0.021179307252168655,0.026335416361689568,0.026335416361689568,,0.030727192759513855,0.038453735411167145,0.040953390300273895,0.037826284766197205,0.06318189948797226,0.004660581238567829,0.0289089847356081,6.2028711132373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
ep00593_t0046_item012044,1,12044,593,30,16,46,0.02234170399606228,0.026556719094514847,0.028549909591674805,0.001993190497159958,0.006208205595612526,0.030520807951688766,0.0465908981859684,0.021281452849507332,0.026211261749267578,0.026211261749267578,,0.030309531837701797,0.03836093842983246,0.04027344658970833,0.03851431980729103,0.07001783698797226,0.004503211937844753,0.028935125097632408,6.425441550832454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
ep00593_t0047_item012044,1,12044,593,30,17,47,0.022336672991514206,0.025965377688407898,0.02828151360154152,0.002316135913133621,0.005944840610027313,0.031732287257909775,0.04444555193185806,0.02111872285604477,0.026186171919107437,0.026186171919107437,,0.029922664165496826,0.03711708262562752,0.03823327273130417,0.038492124527692795,0.0683976262807846,0.00352785037830472,0.028934774920344353,8.201814651291624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
