name,path,split,family_id,archetype,heldout_compositional,variant_index,engagement_class,initial_min_cross_distance,terrain,formation,orientation,num_allies,num_enemies,ally_value,enemy_value,ally_value_ratio,difficulty_proxy,ally_composition,enemy_composition,sha256
r2_2v1_stalker_train_0072,configs/train/r2_2v1_stalker_train_0072.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,72,near,7.3545,OCTAGON,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",4efc3ec0c9d5fec4f1f4632158d6da2e1375ff91165517388c149eaa1181757a
r2_2v1_stalker_train_0073,configs/train/r2_2v1_stalker_train_0073.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,73,near,8.1543,SIMPLE,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",1606f171302ca5d088bb67bdb219662ea30adf36f342ce5a31bf65d1a99eb8bc
r2_2v1_stalker_train_0074,configs/train/r2_2v1_stalker_train_0074.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,74,medium,11.297,NARROW,staggered,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",3df668d45c0e753a6f08bb9973d5501ffd045d58342dd42fd21a03c9246da122
r2_2v1_stalker_train_0075,configs/train/r2_2v1_stalker_train_0075.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,75,near,8.3596,OCTAGON,wide_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",97c5c97fda3e11cfecddf26b1411d5eabe48025ae6a2e070d2d180fae4d379b2
r2_2v1_stalker_train_0076,configs/train/r2_2v1_stalker_train_0076.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,76,immediate,4.6328,SIMPLE,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",2f6782c4222acf48a48e7a94df00294285b6b413a6d5f052eb5a125397ade46b
r2_2v1_stalker_train_0077,configs/train/r2_2v1_stalker_train_0077.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,77,immediate,5.2286,NARROW,close_split,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",77e27fce43ea4082aac4fdfd73f7f95fd4c8a9c4ff1ecafaf9059cbbd56d5240
r2_2v1_stalker_train_0078,configs/train/r2_2v1_stalker_train_0078.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,78,medium,11.1969,SIMPLE,staggered,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",d85af49aac029ba39309a58db7514841279e95d0e6746ba1150002dbbcebf8d0
r2_2v1_stalker_train_0079,configs/train/r2_2v1_stalker_train_0079.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,79,medium,11.5665,OCTAGON,wide_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",85460d8241934009bcc1999326340fe541a15f5a6dbe80fdd5ece72bae114ce9
r2_2v1_stalker_train_0080,configs/train/r2_2v1_stalker_train_0080.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,80,near,7.515,SIMPLE,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",deb248c9e655d0d7c50286fc70acc3ad74da1eeba8d6164f64d7ae0955701515
r2_2v1_stalker_train_0081,configs/train/r2_2v1_stalker_train_0081.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,81,immediate,5.4225,SIMPLE,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",1390cc50e94bb4e815344d9ace654e7ee1e5651256ef1aa7b4c8be94c268b9f2
r2_2v1_stalker_train_0082,configs/train/r2_2v1_stalker_train_0082.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,82,medium,10.8625,OCTAGON,staggered,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",9efe29c86cbaa310202dd28461f774fb8c32b88b3fc5dfca51899904821e3cf9
r2_2v1_stalker_train_0083,configs/train/r2_2v1_stalker_train_0083.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,83,near,8.1172,SIMPLE,wide_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",e07811d0fb85fa8c1d940dc0df45258e11288dcc8cab6bc9d72e0e4782466476
r2_2v1_stalker_train_0084,configs/train/r2_2v1_stalker_train_0084.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,84,near,8.3351,NARROW,compact,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",ffaf35c81ab29194c28204985a661bdce43b21e73da2deadddf66bd415579da0
r2_2v1_stalker_train_0085,configs/train/r2_2v1_stalker_train_0085.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,85,medium,11.4113,OCTAGON,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",bcf794b4a3be2b044fedbf9340a5b13763b6c46defaa975af9c3ad550f744a61
r2_2v1_stalker_train_0086,configs/train/r2_2v1_stalker_train_0086.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,86,immediate,4.8579,SIMPLE,staggered,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",aab5aed94fe7cbc66e08bd33f88b06b8cc3e918b9534c6b3847fff002b35ed17
r2_2v1_stalker_train_0087,configs/train/r2_2v1_stalker_train_0087.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,87,near,8.0926,NARROW,wide_split,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",808a1c7c9489e9d244bc09db43672fd06334834cd8a94c89755ad3b0a63dd074
r2_2v1_stalker_train_0088,configs/train/r2_2v1_stalker_train_0088.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,88,medium,10.5953,SIMPLE,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",e28919a213294ef9d6895bbdbec63e001b5c8733f8c50e47eab4411048557379
r2_2v1_stalker_train_0089,configs/train/r2_2v1_stalker_train_0089.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,89,immediate,5.4882,OCTAGON,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",8a5058b3d54784c224116705fdf8d75d23d52cac5d4507fc11d10e967947e23e
r2_2v1_stalker_train_0090,configs/train/r2_2v1_stalker_train_0090.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,90,far,14.2034,SIMPLE,staggered,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",1c8d9f681e6a410f371a21d5d36dc387b7a94d97f0d2a9e5ca9ace459e2116cf
r2_2v1_stalker_train_0091,configs/train/r2_2v1_stalker_train_0091.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,91,near,8.4665,SIMPLE,wide_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",721961a5add1ac0547ec027bb4a871a1569694662e680832198d9221df4009f5
r2_2v1_stalker_train_0092,configs/train/r2_2v1_stalker_train_0092.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,92,immediate,4.7585,OCTAGON,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",5aa85aac2edde250b49813a441172084e05543bfd0dd30b19bc0c96685094a73
r2_2v1_stalker_train_0093,configs/train/r2_2v1_stalker_train_0093.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,93,medium,11.4943,SIMPLE,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",59cfc18ce6049ecd0e4a9dc71e48daac6a946d3c3fc33d770c49fcb0a73f4686
r2_2v1_stalker_train_0094,configs/train/r2_2v1_stalker_train_0094.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,94,medium,11.2814,NARROW,staggered,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",fc6061e9bfa0e04aa0b2cd2e6c219d40e47bb0e38cd6c662d8ff5ac66ed568e6
r2_2v1_stalker_train_0095,configs/train/r2_2v1_stalker_train_0095.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,95,medium,11.6218,OCTAGON,wide_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",eeb0fb4b989e9cc3113daa4e8c5e06479292f53a78bd406e00fbea699ea9e5fd
r2_2v1_stalker_train_0096,configs/train/r2_2v1_stalker_train_0096.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,96,near,7.7027,SIMPLE,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",1f10ddc8ec4859723f4610a511caaee8b439526b9bfb161875dc8af0f0da067c
r2_2v1_stalker_train_0097,configs/train/r2_2v1_stalker_train_0097.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,97,medium,11.2245,NARROW,close_split,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",b4e25fe8506f36aaed27bc4e9904101c4fa4a90b47aa029d96f9ee5c05b95570
r2_2v1_stalker_train_0098,configs/train/r2_2v1_stalker_train_0098.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,98,medium,11.0716,SIMPLE,staggered,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",5cd6f2646e2486c920faf45e25512c8191720d0681f08009638be8a81ad4d94e
r2_2v1_stalker_train_0099,configs/train/r2_2v1_stalker_train_0099.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,99,immediate,5.5836,OCTAGON,wide_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",cbc64de40342b57ab9da902ee094d0a672f744156088ac3bb7e56ed72a268b1d
r2_2v1_stalker_train_0100,configs/train/r2_2v1_stalker_train_0100.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,100,immediate,4.77,SIMPLE,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",9c19a6ff6af01ffb985edbd803912eb888f7ba34200ff86be196161e40091d7f
r2_2v1_stalker_train_0101,configs/train/r2_2v1_stalker_train_0101.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,101,near,8.2108,SIMPLE,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",5d57859fd3723b594062183fc1af07b8d7758517e7fc5c6886a71f5b07cb30ee
r2_2v1_stalker_train_0102,configs/train/r2_2v1_stalker_train_0102.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,102,medium,10.8332,OCTAGON,staggered,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",80029691a90c4cfdaedb345fc96d7a32ace0bb0a48a996d33bbe11d3a02e9eda
r2_2v1_stalker_train_0103,configs/train/r2_2v1_stalker_train_0103.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,103,near,8.481,SIMPLE,wide_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",48c0eefdf5daa98e9bedffd2e87743a5c94995a89a5f0d92472d87d827b4a4dc
r2_2v1_stalker_train_0104,configs/train/r2_2v1_stalker_train_0104.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,104,near,8.2499,NARROW,compact,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",eb739f352aea6bd9bfb9a5db8cffa7a87c6b6492f33ba8ba861371561fa08de0
r2_2v1_stalker_train_0105,configs/train/r2_2v1_stalker_train_0105.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,105,immediate,5.1903,OCTAGON,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",7e00d01b9cfd22bece53fb52890721aa155897c18d547268c0c26f017c660649
r2_2v1_stalker_train_0106,configs/train/r2_2v1_stalker_train_0106.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,106,near,8.1326,SIMPLE,staggered,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",b758e0092b5cdabeeaf3b5af264787bf3896ca6c4ca3b288ff97ba35f86aa3cf
r2_2v1_stalker_train_0107,configs/train/r2_2v1_stalker_train_0107.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,107,medium,11.3894,NARROW,wide_split,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",483fd20e9d898b6c7c6b27e9dfad81474fb09e8e6d293a492006dc02da254185
r2_2v1_stalker_train_0108,configs/train/r2_2v1_stalker_train_0108.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,108,medium,10.7397,SIMPLE,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",9ecbdaf86ea7494de9b044a5b1092cff8c2ae293f5c11353ca16c8831361bea2
r2_2v1_stalker_train_0109,configs/train/r2_2v1_stalker_train_0109.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,109,near,8.4616,OCTAGON,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",b8bba6e84963d8eb875da9d5a225783b0b62052d74112cbf5a550171c97a52ce
r2_2v1_stalker_train_0110,configs/train/r2_2v1_stalker_train_0110.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,110,near,7.9979,SIMPLE,staggered,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",b9a87b56bb01f93cdd752bdd6833572ebde0f75e7bafd3cbf7587b26f76e5838
r2_2v1_stalker_train_0111,configs/train/r2_2v1_stalker_train_0111.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,111,medium,11.5163,SIMPLE,wide_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",e67681bd965254a7b3dc1942431b098f7c4c01a5000ce4c7f5065d39bb703f0b
r2_2v1_stalker_train_0112,configs/train/r2_2v1_stalker_train_0112.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,112,immediate,4.4836,OCTAGON,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",e2fe1d2f103c70c4e102999597dc8535b7adf009d320681de7424e29e9c50246
r2_2v1_stalker_train_0113,configs/train/r2_2v1_stalker_train_0113.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,113,immediate,5.2554,SIMPLE,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",242859d6f58ffa1e4610c7726c3a9a873351cd0cdb7749b01615fe15b9991e7c
r2_2v1_stalker_train_0114,configs/train/r2_2v1_stalker_train_0114.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,114,medium,11.2106,NARROW,staggered,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",4b669d3e36c34ac30d8d3eb8615357a65b355e7aff925888fe92f83526a72700
r2_2v1_stalker_train_0115,configs/train/r2_2v1_stalker_train_0115.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,115,near,8.3587,OCTAGON,wide_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",4677bd411c2a2a3f50e2c86fc98069323399c30aaf4c07caf31f51e9f9ee4345
r2_2v1_stalker_train_0116,configs/train/r2_2v1_stalker_train_0116.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,116,near,7.3207,SIMPLE,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",7cc85f8cbc32c66e700e8c63b03eabf4c4b946f348c8ea322ecd4086dc33374a
r2_2v1_stalker_train_0117,configs/train/r2_2v1_stalker_train_0117.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,117,medium,11.3578,NARROW,close_split,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",654936f7931be98d0dd0404eb1b8a547c054fba6d0dc88730d02d0c004583450
r2_2v1_stalker_train_0118,configs/train/r2_2v1_stalker_train_0118.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,118,medium,10.9341,SIMPLE,staggered,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",34988e08f88369764e2899143244aeef9fdf8b1968b19ece09bf55599f9a766c
r2_2v1_stalker_train_0119,configs/train/r2_2v1_stalker_train_0119.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,119,near,8.3598,OCTAGON,wide_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",43256a3a3bdf7e43d28b8cc70ca52b6948b774458b02b9dc4c3bcb64603b7183
r2_2v1_stalker_train_0120,configs/train/r2_2v1_stalker_train_0120.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,120,immediate,4.6741,SIMPLE,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",9f1e1bbf7a13119e57ece7ec087dfa8a181041476e5b5214df52fa5963788829
r2_2v1_stalker_train_0121,configs/train/r2_2v1_stalker_train_0121.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,121,immediate,5.0268,SIMPLE,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",f6ee0d26c361dfc05d3b46a27a567ed9650cff8fb31d8b4554da81b81d6392b5
r2_2v1_stalker_train_0122,configs/train/r2_2v1_stalker_train_0122.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,122,immediate,4.9696,OCTAGON,staggered,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",6d98702653858e636b8974a474af796725ef01ffadecba8b3c7c091c72bdece0
r2_2v1_stalker_train_0123,configs/train/r2_2v1_stalker_train_0123.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,123,near,8.4197,SIMPLE,wide_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",e3aef58523dd66762e9fe05decac074c6ab1e65b8f179cd2d74611eaecfc1e2e
r2_2v1_stalker_train_0124,configs/train/r2_2v1_stalker_train_0124.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,124,medium,11.3751,NARROW,compact,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",35ba57619764d4ee458911daaa68cdc8a0d56694f22b1f01918909580b68a01d
r2_2v1_stalker_train_0125,configs/train/r2_2v1_stalker_train_0125.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,125,immediate,5.0303,OCTAGON,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",ac46ff665f636a1d3abf1297a2bbf2d30884769e8518a73c5bc45d42d352b16b
r2_2v1_stalker_train_0126,configs/train/r2_2v1_stalker_train_0126.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,126,medium,10.8817,SIMPLE,staggered,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",3942ed35427b26e9eec1ef80665b0242f8c14bce6b23957d7125d18d6c1e0a6b
r2_2v1_stalker_train_0127,configs/train/r2_2v1_stalker_train_0127.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,127,near,8.3652,NARROW,wide_split,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",8feb23be716a515bef73a3d8771c71314b41d28ee935b1bc050921c2214307c0
r2_2v1_stalker_train_0128,configs/train/r2_2v1_stalker_train_0128.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,128,immediate,5.2833,OCTAGON,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",22f15c133567558fa50b5e8385a04bb76c577c8b57723de2b008b15a11b757c5
r2_2v1_stalker_train_0129,configs/train/r2_2v1_stalker_train_0129.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,129,immediate,5.231,OCTAGON,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",7e88f2d032014c4ccf91bc89ecf9357c7b39a091d8f9cf32881e686b10b52ac8
r2_2v1_stalker_train_0130,configs/train/r2_2v1_stalker_train_0130.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,130,near,8.0445,SIMPLE,staggered,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",6bf0a67bd3730a1f1744de2f005b8b90e8a1c2533504dfbd23b15ddf0d5d6672
r2_2v1_stalker_train_0131,configs/train/r2_2v1_stalker_train_0131.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,131,near,8.4055,SIMPLE,wide_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",b49ae67812def478a451cc99b12984b88ff843bbb17470400b21df6a7e5c3189
r2_2v1_stalker_train_0132,configs/train/r2_2v1_stalker_train_0132.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,132,immediate,4.8282,OCTAGON,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",07cdb1059d1eed0725b7b59133d39f9a6c8de7829d2db145506e52c8d24cbc4c
r2_2v1_stalker_train_0133,configs/train/r2_2v1_stalker_train_0133.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,133,immediate,5.0179,SIMPLE,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",e6de5bbd27f4f9e966f5adb28a7139899ba3ab1f315acfe425979ff8e4d41ff9
r2_2v1_stalker_train_0134,configs/train/r2_2v1_stalker_train_0134.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,134,near,7.9097,NARROW,staggered,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",8361459657d9665be4172203aa8c3e03b7034250a036b6d3dece94f362b439d0
r2_2v1_stalker_train_0135,configs/train/r2_2v1_stalker_train_0135.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,135,immediate,5.3923,OCTAGON,wide_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",4b234b26ff0aae996d4db5ef2383ab598f160af22ad9d4539d6f7a5448ae693d
r2_2v1_stalker_train_0136,configs/train/r2_2v1_stalker_train_0136.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,136,near,7.3255,SIMPLE,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",8c8ac683f6ef06bdead0561b016924f7ba2fad6a3836f56330ab04e4bdf43080
r2_2v1_stalker_train_0137,configs/train/r2_2v1_stalker_train_0137.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,137,near,8.2714,NARROW,close_split,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",ec0153fb36a2056a39ce42c5f5d96ed8b8f654f1c897265b6c6f48999d770de1
r2_2v1_stalker_train_0138,configs/train/r2_2v1_stalker_train_0138.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,138,near,8.1081,SIMPLE,staggered,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",e1336618bcf76855c4888cd5e057c12339b43b12555439f96e919b3e6d117272
r2_2v1_stalker_train_0139,configs/train/r2_2v1_stalker_train_0139.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,139,immediate,5.3971,OCTAGON,wide_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",edd3b0035cb753b715251267886bd613646126c552633d8c997226aa601f9584
r2_2v1_stalker_train_0140,configs/train/r2_2v1_stalker_train_0140.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,140,near,7.7037,SIMPLE,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",f459ad2a3b13b3dba962b4248bddd089edb962debfd40f840ad1d8be31a9925d
r2_2v1_stalker_train_0141,configs/train/r2_2v1_stalker_train_0141.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,141,near,8.0904,SIMPLE,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",03c8196bfe12b6a788697342eff5bd2451b78a134fb402ae8aeabaf143c715fb
r2_2v1_stalker_train_0142,configs/train/r2_2v1_stalker_train_0142.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,142,near,7.8867,OCTAGON,staggered,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",c6c8c1ebecd5a8b204d5b6d7278dbca93e10a0e370505994ca43e96f476c5fef
r2_2v1_stalker_train_0143,configs/train/r2_2v1_stalker_train_0143.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,143,near,8.0759,SIMPLE,wide_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",c679b491d37a95bf88f1208de2cbf77023ac49f451bf8b4664f7c9932cc79e4b
